"date","cohort","block","trt","rep","obs","height","numDam","numLeaf","areaLeaf","areaDam","alive","notes","additional.notes","species"
2017-04-18,1,"G","L",7,"Louie/Keatyn",NA,NA,NA,NA,NA,0,"","","t"
2017-04-18,1,"G","L",8,"Louie/Keatyn",NA,NA,NA,NA,NA,0,"","","t"
2017-04-18,1,"G","LP",9,"Louie/Keatyn",NA,NA,NA,NA,NA,0,"","","t"
2017-04-18,1,"G","L",10,"Louie/Keatyn","11","0",31,32,0,1,"","","t"
2017-04-18,1,"G","LP",11,"Louie/Keatyn",NA,NA,NA,NA,NA,0,"","","t"
2017-04-18,1,"G","U",12,"Louie/Keatyn",NA,NA,NA,NA,NA,0,"","","t"
2017-04-18,1,"G","L",13,"Louie/Keatyn",NA,NA,NA,NA,NA,0,"","W","t"
2017-04-18,1,"G","LP",14,"Louie/Keatyn",NA,NA,NA,NA,NA,0,"","","t"
2017-04-18,1,"G","U",15,"Louie/Keatyn","4.5","0",3,1,0,1,"","W","t"
2017-04-18,1,"G","LP",16,"Louie/Keatyn",NA,NA,NA,NA,NA,0,"","","t"
2017-04-18,1,"G","LP",17,"Louie/Keatyn",NA,NA,NA,NA,NA,0,"","","t"
2017-04-18,1,"G","U",18,"Louie/Keatyn",NA,NA,NA,NA,NA,0,"","W","t"
2017-04-18,1,"G","U",19,"Louie/Keatyn",NA,NA,NA,NA,NA,0,"","","t"
2017-04-18,1,"G","U",20,"Louie/Keatyn",NA,NA,NA,NA,NA,0,"","","t"
2017-04-18,1,"G","LP",21,"Louie/Keatyn","15","0",30,30,0,1,"","","t"
2017-04-18,1,"G","LP",22,"Louie/Keatyn","12","2",31,15,0,1,"","","t"
2017-04-18,1,"G","U",23,"Louie/Keatyn",NA,NA,NA,NA,NA,0,"","","t"
2017-04-18,1,"G","U",24,"Louie/Keatyn",NA,NA,NA,NA,NA,0,"","","t"
2017-04-18,1,"G","LP",25,"Louie/Keatyn",NA,NA,NA,NA,NA,0,"","","t"
2017-04-18,1,"G","LP",26,"Louie/Keatyn","15","0",33,30,0,1,"","","t"
2017-04-18,1,"G","LP",27,"Louie/Keatyn",NA,NA,NA,NA,NA,0,"","","t"
2017-04-18,1,"G","U",28,"Louie/Keatyn",NA,NA,NA,NA,NA,0,"","","t"
2017-04-18,1,"G","L",29,"Louie/Keatyn","14","0",11,5,0,1,"","","t"
2017-04-18,1,"G","L",30,"Louie/Keatyn",NA,NA,NA,NA,NA,0,"","W","t"
2017-04-18,1,"R","U",1,"Marshall","10.3","3",31,23,6,1,"","W","t"
2017-04-18,1,"R","LP",2,"Marshall","13.4","4",21,23,2,1,"","","t"
2017-04-18,1,"R","U",3,"Marshall","11.4","3",34,22,3,1,"","W","t"
2017-04-18,1,"R","L",4,"Marshall","14.3","3",26,28,2,1,"","","t"
2017-04-18,1,"R","U",5,"Marshall","11.5","3",29,27,2,1,"","W","t"
2017-04-18,1,"R","L",6,"Marshall","15.2","3",25,18,2,1,"","","t"
2017-04-18,1,"R","L",7,"Marshall","12.3","4",25,25,2,1,"","W","t"
2017-04-18,1,"R","LP",8,"Marshall","13","2",23,19,1,1,"","","t"
2017-04-18,1,"R","L",9,"Marshall","10.1","4",29,25,2,1,"","W","t"
2017-04-18,1,"R","L",10,"Marshall","14","3",30,21,2,1,"","","t"
2017-04-18,1,"R","U",11,"Marshall","14","2",25,24,1,1,"","W","t"
2017-04-18,1,"R","L",12,"Marshall","14.5","4",26,22,2,1,"","W","t"
2017-04-18,1,"R","U",13,"Marshall","12.5","4",26,14,2,1,"","W","t"
2017-04-18,1,"R","LP",14,"Marshall","11.5","2",28,19,1,1,"","","t"
2017-04-18,1,"R","L",15,"Marshall","13.5","3",25,19,2,1,"","","t"
2017-04-18,1,"R","LP",16,"Marshall","14","3",25,25,1,1,"","","t"
2017-04-18,1,"R","LP",17,"Marshall","15","1",24,18,2,1,"","","t"
2017-04-18,1,"R","LP",18,"Marshall","12","3",27,23,1,1,"","","t"
2017-04-18,1,"R","L",19,"Marshall","11","3",30,21,1,1,"","W","t"
2017-04-18,1,"R","L",20,"Marshall","13.5","3",28,17,1,1,"","W","t"
2017-04-18,1,"R","LP",21,"Marshall","13.3","2",30,17,2,1,"","","t"
2017-04-18,1,"R","U",22,"Marshall","11","3",21,16,3,1,"","","t"
2017-04-18,1,"R","LP",23,"Marshall","15.4","2",22,13,1,1,"","","t"
2017-04-18,1,"R","LP",24,"Marshall","11.5","4",23,20,2,1,"","","t"
2017-04-18,1,"R","U",25,"Marshall","12","1",23,16,2,1,"","","t"
2017-04-18,1,"R","U",26,"Marshall","14","0",30,18,0,1,"","","t"
2017-04-18,1,"R","LP",27,"Marshall","12","2",34,16,1,1,"","","t"
2017-04-18,1,"R","U",28,"Marshall","13","3",28,22,3,1,"","","t"
2017-04-18,1,"R","U",29,"Marshall","12","3",25,23,1,1,"","W","t"
2017-04-18,1,"R","L",30,"Marshall","10","3",23,23,1,1,"","","t"
2017-04-18,1,"B","LP",1,"Kyle/Miles","9","0",33,20,10,1,"B.TO, P.TO","","t"
2017-04-18,1,"B","U",2,"Kyle/Miles","8","0",30,20,0,1,"","W","t"
2017-04-18,1,"B","U",3,"Kyle/Miles","9",NA,NA,NA,NA,1,"P.TO","TC on P, T mostly dead, W","t"
2017-04-18,1,"B","LP",4,"Kyle/Miles","12",NA,NA,NA,NA,1,"","T mostly dead","t"
2017-04-18,1,"B","L",5,"Kyle/Miles","14","2",12,11,40,1,"","","t"
2017-04-18,1,"B","U",6,"Kyle/Miles",NA,NA,NA,NA,NA,0,"","","t"
2017-04-18,1,"B","LP",7,"Kyle/Miles","9.5","1",45,26,1,1,"","","t"
2017-04-18,1,"B","L",8,"Kyle/Miles","0","0",0,0,99,1,"","","t"
2017-04-18,1,"B","LP",9,"Kyle/Miles",NA,NA,NA,NA,NA,0,"","","t"
2017-04-18,1,"B","U",10,"Kyle/Miles","12","0",2,2,0,1,"","W, T mostly dead","t"
2017-04-18,1,"B","LP",11,"Kyle/Miles","10.5","0",15,15,0,1,"","","t"
2017-04-18,1,"B","L",12,"Kyle/Miles",NA,NA,NA,NA,NA,0,"","T mostly dead","t"
2017-04-18,1,"B","U",13,"Kyle/Miles","6.2","1",25,17,2,1,"B.TO, P.TO","W, TC on B, TC on P","t"
2017-04-18,1,"B","L",14,"Kyle/Miles",NA,NA,NA,NA,NA,0,"P.TO","T mostly dead, TC on P","t"
2017-04-18,1,"B","U",15,"Kyle/Miles","10.5","0",3,1,0,1,"","W","t"
2017-04-18,1,"B","LP",16,"Kyle/Miles",NA,NA,NA,NA,NA,0,"","T mostly dead","t"
2017-04-18,1,"B","LP",17,"Kyle/Miles","11.5","0",4,4,0,1,"","","t"
2017-04-18,1,"B","U",18,"Kyle/Miles",NA,NA,NA,NA,NA,0,"","W, T mostly dead","t"
2017-04-18,1,"B","U",19,"Kyle/Miles","9.5","0",17,15,0,1,"P.TO","W, TC on P","t"
2017-04-18,1,"B","LP",20,"Kyle/Miles",NA,NA,NA,NA,NA,0,"P.TO","T mostly dead, TC on P","t"
2017-04-18,1,"B","L",21,"Kyle/Miles",NA,NA,NA,NA,NA,0,"P.TO","W, T mostly dead, B dying, TC on P","t"
2017-04-18,1,"B","L",22,"Kyle/Miles",NA,NA,NA,NA,NA,0,"","W, T mostly dead","t"
2017-04-18,1,"B","LP",23,"Kyle/Miles",NA,NA,NA,NA,NA,0,"P.TO","T mostly dead, TC on P","t"
2017-04-18,1,"B","U",24,"Kyle/Miles","8.5","0",7,3,0,1,"","W","t"
2017-04-18,1,"B","L",25,"Kyle/Miles",NA,NA,NA,NA,NA,0,"","T mostly dead, B dying","t"
2017-04-18,1,"B","LP",26,"Kyle/Miles","12.5","1",11,15,1,1,"","B dying","t"
2017-04-18,1,"B","L",27,"Kyle/Miles","12.2","3",32,18,1,1,"P.TO","TC on P","t"
2017-04-18,1,"B","L",28,"Kyle/Miles",NA,NA,NA,NA,NA,0,"","W, B dying, T mostly dead","t"
2017-04-18,1,"B","U",29,"Kyle/Miles",NA,NA,NA,NA,NA,0,"","W, T mostly dead","t"
2017-04-18,1,"B","L",30,"Kyle/Miles",NA,NA,NA,NA,NA,0,"","W, T mostly dead","t"
2017-04-24,1,"R","U",1,"Keatyn/Miles","12","3",31,34,5,1,"","","t"
2017-04-24,1,"R","LP",2,"Keatyn/Miles","15.5","2",29,31,2,1,"","","t"
2017-04-24,1,"R","U",3,"Keatyn/Miles","14.3","1",26,26,2,1,"","","t"
2017-04-24,1,"R","L",4,"Keatyn/Miles","16.7","3",31,28,10,1,"","","t"
2017-04-24,1,"R","U",5,"Keatyn/Miles","11.9","1",35,30,2,1,"","","t"
2017-04-24,1,"R","L",6,"Keatyn/Miles","16.2","0",28,20,0,1,"","Pea has two apical meristems, 10 and 8.2. I averaged. I just added the leaf data together","t"
2017-04-24,1,"R","L",7,"Keatyn/Miles","15","0",25,14,0,1,"","","t"
2017-04-24,1,"R","LP",8,"Keatyn/Miles","15.5","1",27,22,1,1,"","","t"
2017-04-24,1,"R","L",9,"Keatyn/Miles","13","4",30,20,2,1,"","","t"
2017-04-24,1,"R","L",10,"Keatyn/Miles","16.5","0",33,24,0,1,"","","t"
2017-04-24,1,"R","U",11,"Keatyn/Miles","14.5","1",24,21,2,1,"","","t"
2017-04-24,1,"R","L",12,"Keatyn/Miles","15.5","0",38,29,0,1,"","","t"
2017-04-24,1,"R","U",13,"Keatyn/Miles","15","1",28,15,2,1,"","","t"
2017-04-24,1,"R","LP",14,"Keatyn/Miles","14.2","0",34,18,0,1,"","","t"
2017-04-24,1,"R","L",15,"Keatyn/Miles","14.7","2",34,22,1,1,"","","t"
2017-04-24,1,"R","LP",16,"Keatyn/Miles","15.6","1",34,23,1,1,"","","t"
2017-04-24,1,"R","LP",17,"Keatyn/Miles","15","0",28,22,0,1,"","","t"
2017-04-24,1,"R","LP",18,"Keatyn/Miles","13.5","2",33,40,1,1,"","","t"
2017-04-24,1,"R","L",19,"Keatyn/Miles","13.5","0",24,21,0,1,"","","t"
2017-04-24,1,"R","L",20,"Keatyn/Miles","15.2","0",34,23,0,1,"","","t"
2017-04-24,1,"R","LP",21,"Keatyn/Miles","16","3",32,22,1,1,"","","t"
2017-04-24,1,"R","U",22,"Keatyn/Miles","13.2","1",24,17,1,1,"","","t"
2017-04-24,1,"R","LP",23,"Keatyn/Miles","17","1",24,13,1,1,"","","t"
2017-04-24,1,"R","LP",24,"Keatyn/Miles","13.5","3",30,26,5,1,"","","t"
2017-04-24,1,"R","U",25,"Keatyn/Miles","14.1","2",29,18,2,1,"","","t"
2017-04-24,1,"R","U",26,"Keatyn/Miles","14.5","0",33,20,0,1,"","","t"
2017-04-24,1,"R","LP",27,"Keatyn/Miles","15.3","1",41,25,1,1,"","","t"
2017-04-24,1,"R","U",28,"Keatyn/Miles","16","4",33,25.5,10,1,"","","t"
2017-04-24,1,"R","U",29,"Keatyn/Miles","15.4","1",33,29,1,1,"","","t"
2017-04-24,1,"R","L",30,"Keatyn/Miles","13.2","1",30,25,1,1,"","","t"
2017-04-24,1,"G","L",1,"Marshall",NA,NA,NA,NA,NA,0,"","","t"
2017-04-24,1,"G","L",2,"Marshall",NA,NA,NA,NA,NA,0,"","","t"
2017-04-24,1,"G","U",3,"Marshall",NA,NA,NA,NA,NA,0,"","","t"
2017-04-24,1,"G","L",4,"Marshall",NA,NA,NA,NA,NA,0,"","","t"
2017-04-24,1,"G","U",5,"Marshall",NA,NA,NA,NA,NA,0,"","","t"
2017-04-24,1,"G","L",6,"Marshall",NA,NA,NA,NA,NA,0,"","","t"
2017-04-24,1,"G","L",7,"Marshall",NA,NA,NA,NA,NA,0,"","","t"
2017-04-24,1,"G","L",8,"Marshall",NA,NA,NA,NA,NA,0,"","","t"
2017-04-24,1,"G","LP",9,"Marshall",NA,NA,NA,NA,NA,0,"","","t"
2017-04-24,1,"G","L",10,"Marshall","14","4",30,32,1,1,"","","t"
2017-04-24,1,"G","LP",11,"Marshall",NA,NA,NA,NA,NA,0,"","","t"
2017-04-24,1,"G","U",12,"Marshall",NA,NA,NA,NA,NA,0,"","","t"
2017-04-24,1,"G","L",13,"Marshall",NA,NA,NA,NA,NA,0,"B.TO","","t"
2017-04-24,1,"G","LP",14,"Marshall",NA,NA,NA,NA,NA,0,"","","t"
2017-04-24,1,"G","U",15,"Marshall",NA,NA,NA,NA,NA,0,"","","t"
2017-04-24,1,"G","LP",16,"Marshall",NA,NA,NA,NA,NA,0,"","","t"
2017-04-24,1,"G","LP",17,"Marshall",NA,NA,NA,NA,NA,0,"","","t"
2017-04-24,1,"G","U",18,"Marshall",NA,NA,NA,NA,NA,0,"","","t"
2017-04-24,1,"G","U",19,"Marshall",NA,NA,NA,NA,NA,0,"","","t"
2017-04-24,1,"G","U",20,"Marshall",NA,NA,NA,NA,NA,0,"","","t"
2017-04-24,1,"G","LP",21,"Marshall","16","2",30,28,1,1,"","","t"
2017-04-24,1,"G","LP",22,"Marshall","12","5",29,27,3,1,"","","t"
2017-04-24,1,"G","U",23,"Marshall",NA,NA,NA,NA,NA,0,"","","t"
2017-04-24,1,"G","U",24,"Marshall",NA,NA,NA,NA,NA,0,"","","t"
2017-04-24,1,"G","LP",25,"Marshall",NA,NA,NA,NA,NA,0,"","","t"
2017-04-24,1,"G","LP",26,"Marshall","16","3",26,35,2,1,"","","t"
2017-04-24,1,"G","LP",27,"Marshall",NA,NA,NA,NA,NA,0,"","","t"
2017-04-24,1,"G","U",28,"Marshall",NA,NA,NA,NA,NA,0,"","","t"
2017-04-24,1,"G","L",29,"Marshall","11","2",13,4,8,1,"","","t"
2017-04-24,1,"G","L",30,"Marshall",NA,NA,NA,NA,NA,0,"","","t"
2017-04-24,1,"B","LP",1,"Robert/Amy","8","4",28,28,20,1,"B.TO","","t"
2017-04-24,1,"B","U",2,"Robert/Amy","9","0",12,9,5,1,"","","t"
2017-04-24,1,"B","U",3,"Robert/Amy",NA,NA,NA,NA,NA,0,"B.TO, T.WILT","","t"
2017-04-24,1,"B","LP",4,"Robert/Amy",NA,NA,NA,NA,NA,0,"T.WILT","","t"
2017-04-24,1,"B","L",5,"Robert/Amy","13","4",13,13,1,1,"","","t"
2017-04-24,1,"B","U",6,"Robert/Amy",NA,NA,NA,NA,NA,0,"T.WILT","","t"
2017-04-24,1,"B","LP",7,"Robert/Amy","10","3",23,28,10,1,"","","t"
2017-04-24,1,"B","L",8,"Robert/Amy",NA,NA,NA,NA,NA,0,"B.TO, T.WILT","","t"
2017-04-24,1,"B","LP",9,"Robert/Amy",NA,NA,NA,NA,NA,0,"T.WILT","","t"
2017-04-24,1,"B","U",10,"Robert/Amy",NA,NA,NA,NA,NA,0,"T.WILT","","t"
2017-04-24,1,"B","LP",11,"Robert/Amy","9","3",11,10,20,1,"","","t"
2017-04-24,1,"B","L",12,"Robert/Amy",NA,NA,NA,NA,NA,0,"T.WILT","","t"
2017-04-24,1,"B","U",13,"Robert/Amy","7","3",20,19,15,1,"P.TO","","t"
2017-04-24,1,"B","L",14,"Robert/Amy","13","5",9,3,15,1,"P.TO","","t"
2017-04-24,1,"B","U",15,"Robert/Amy","12","7",9,4,25,1,"","","t"
2017-04-24,1,"B","LP",16,"Robert/Amy",NA,NA,NA,NA,NA,0,"T.WILT, P.TO","","t"
2017-04-24,1,"B","LP",17,"Robert/Amy","11","3",5,3,40,1,"","","t"
2017-04-24,1,"B","U",18,"Robert/Amy","12","2",2,1,50,1,"","","t"
2017-04-24,1,"B","U",19,"Robert/Amy","9","9",12,6,40,1,"","","t"
2017-04-24,1,"B","LP",20,"Robert/Amy","9","5",9,3,30,1,"","","t"
2017-04-24,1,"B","L",21,"Robert/Amy",NA,NA,NA,NA,NA,0,"B.TO","","t"
2017-04-24,1,"B","L",22,"Robert/Amy",NA,NA,NA,NA,NA,0,"T.WILT","","t"
2017-04-24,1,"B","LP",23,"Robert/Amy",NA,NA,NA,NA,NA,0,"T.WILT","","t"
2017-04-24,1,"B","U",24,"Robert/Amy","7","5",15,6,35,1,"","","t"
2017-04-24,1,"B","L",25,"Robert/Amy",NA,NA,NA,NA,NA,0,"B.TO","","t"
2017-04-24,1,"B","LP",26,"Robert/Amy","14","9",9,6,50,1,"B.TO","","t"
2017-04-24,1,"B","L",27,"Robert/Amy","14","5",13,12,40,1,"B.TO","","t"
2017-04-24,1,"B","L",28,"Robert/Amy",NA,NA,NA,NA,NA,0,"B.TO","","t"
2017-04-24,1,"B","U",29,"Robert/Amy","10","0",0,0,100,1,"B.TO","","t"
2017-04-24,1,"B","L",30,"Robert/Amy",NA,NA,NA,NA,NA,0,"T.WILT","","t"
2017-05-16,3,"G","L",1,"Keatyn/Robert/Miles",NA,NA,NA,NA,NA,0,"","All NA=dried out","t"
2017-05-16,3,"G","L",2,"Keatyn/Robert/Miles","15.5","14",24,23,5,1,"","All NA=dried out","t"
2017-05-16,3,"G","U",3,"Keatyn/Robert/Miles",NA,NA,NA,NA,NA,0,"","All NA=dried out","t"
2017-05-16,3,"G","L",4,"Keatyn/Robert/Miles",NA,NA,NA,NA,NA,0,"","All NA=dried out","t"
2017-05-16,3,"G","U",5,"Keatyn/Robert/Miles","14.2","1",28,20,1,1,"","All NA=dried out","t"
2017-05-16,3,"G","L",6,"Keatyn/Robert/Miles",NA,NA,NA,NA,NA,0,"","All NA=dried out","t"
2017-05-16,3,"G","L",7,"Keatyn/Robert/Miles","12.9","2",17,12,1,1,"","All NA=dried out","t"
2017-05-16,3,"G","L",8,"Keatyn/Robert/Miles","16.5","6",11,16,15,1,"","All NA=dried out","t"
2017-05-16,3,"G","LP",9,"Keatyn/Robert/Miles","12.4","16",29,22,20,1,"","All NA=dried out","t"
2017-05-16,3,"G","L",10,"Keatyn/Robert/Miles","15","1",27,33,5,1,"","All NA=dried out","t"
2017-05-16,3,"G","LP",11,"Keatyn/Robert/Miles",NA,NA,NA,NA,NA,0,"","All NA=dried out","t"
2017-05-16,3,"G","U",12,"Keatyn/Robert/Miles",NA,NA,NA,NA,NA,0,"","All NA=dried out","t"
2017-05-16,3,"G","L",13,"Keatyn/Robert/Miles",NA,NA,NA,NA,NA,0,"","All NA=dried out","t"
2017-05-16,3,"G","LP",14,"Keatyn/Robert/Miles",NA,NA,NA,NA,NA,0,"","All NA=dried out","t"
2017-05-16,3,"G","U",15,"Keatyn/Robert/Miles","15.1","0",28,34,0,1,"","All NA=dried out","t"
2017-05-16,3,"G","LP",16,"Keatyn/Robert/Miles","10.6","3",25,24,2,1,"","All NA=dried out","t"
2017-05-16,3,"G","LP",17,"Keatyn/Robert/Miles",NA,NA,NA,NA,NA,0,"","All NA=dried out","t"
2017-05-16,3,"G","U",18,"Keatyn/Robert/Miles","14.1","2",17,12,1,1,"","All NA=dried out","t"
2017-05-16,3,"G","U",19,"Keatyn/Robert/Miles","16.2","0",6,4,0,1,"","All NA=dried out","t"
2017-05-16,3,"G","U",20,"Keatyn/Robert/Miles",NA,NA,NA,NA,NA,0,"","All NA=dried out","t"
2017-05-16,3,"G","LP",21,"Keatyn/Robert/Miles","13.5","0",32,23,0,1,"","All NA=dried out","t"
2017-05-16,3,"G","LP",22,"Keatyn/Robert/Miles",NA,NA,NA,NA,NA,0,"","All NA=dried out","t"
2017-05-16,3,"G","U",23,"Keatyn/Robert/Miles",NA,NA,NA,NA,NA,0,"","All NA=dried out","t"
2017-05-16,3,"G","U",24,"Keatyn/Robert/Miles",NA,NA,NA,NA,NA,0,"","All NA=dried out","t"
2017-05-16,3,"G","LP",25,"Keatyn/Robert/Miles","14.2","9",9,4,10,1,"","All NA=dried out","t"
2017-05-16,3,"G","LP",26,"Keatyn/Robert/Miles","10","2",12,12,5,1,"","All NA=dried out","t"
